image 4935/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-09-20-2024-4666.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5563/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5300.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5564/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5301.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5565/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5302.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5566/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5303.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5567/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5304.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5568/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5305.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5569/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5306.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5570/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5307.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5571/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5308.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5572/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5309.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5573/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5310.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5574/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5311.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.03, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5575/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5312.JPG: 640x640 narrowleaf_cattail 0.83, phragmites 0.14, purple_loosestrife 0.02, none 0.01, 2.9ms
image 5576/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5313.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.04, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5577/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5314.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5578/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5315.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5579/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5316.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5580/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5317.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5581/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5318.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5582/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5319.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5583/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5320.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5584/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5321.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5585/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5322.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5586/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5323.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5587/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5324.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5588/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5325.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5589/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5326.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5590/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5327.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5591/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5328.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5592/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5329.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5593/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5330.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5594/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5331.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5595/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5332.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5596/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5333.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5597/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5334.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5598/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5335.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5599/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5336.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5600/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5337.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5601/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5338.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5602/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5339.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5603/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5340.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5604/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5341.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5605/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5342.JPG: 640x640 phragmites 0.92, narrowleaf_cattail 0.07, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5606/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5343.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5607/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5344.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5608/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5345.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5609/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5346.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5610/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5347.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5611/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5348.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5612/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5349.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5613/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5350.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5614/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5351.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5615/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5352.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5616/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5353.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5617/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5354.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5618/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5355.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5619/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5356.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5620/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5357.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5621/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5358.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5622/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5359.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5623/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5360.JPG: 640x640 narrowleaf_cattail 0.92, purple_loosestrife 0.05, phragmites 0.03, none 0.00, 3.0ms
image 5624/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5361.JPG: 640x640 purple_loosestrife 0.92, phragmites 0.05, narrowleaf_cattail 0.02, none 0.01, 3.0ms
image 5625/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5362.JPG: 640x640 narrowleaf_cattail 0.83, phragmites 0.15, purple_loosestrife 0.01, none 0.01, 3.0ms
image 5626/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5363.JPG: 640x640 narrowleaf_cattail 0.94, phragmites 0.05, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5627/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5364.JPG: 640x640 purple_loosestrife 0.57, narrowleaf_cattail 0.33, phragmites 0.10, none 0.00, 3.0ms
image 5628/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5365.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5629/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5366.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5630/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5367.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5631/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5368.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5632/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5369.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5633/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5370.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5634/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5371.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5635/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5372.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5636/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5373.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5637/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5374.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5638/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5375.JPG: 640x640 purple_loosestrife 0.54, narrowleaf_cattail 0.26, phragmites 0.20, none 0.00, 3.1ms
image 5639/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5376.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5640/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5377.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.2ms
image 5641/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5378.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5642/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5379.JPG: 640x640 narrowleaf_cattail 0.94, phragmites 0.05, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5643/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5380.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5644/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5381.JPG: 640x640 narrowleaf_cattail 0.87, phragmites 0.09, purple_loosestrife 0.02, none 0.01, 3.0ms
image 5645/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5382.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5646/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5383.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.2ms
image 5647/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5384.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5648/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5385.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5649/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5386.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5650/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5387.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5651/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5388.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5652/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5389.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.2ms
image 5653/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5390.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5654/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5391.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5655/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5392.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, purple_loosestrife 0.01, none 0.00, 3.1ms
image 5656/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5393.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5657/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5394.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5658/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5395.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5659/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5396.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5660/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5397.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5661/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5398.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5662/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5399.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.4ms
image 5663/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5400.JPG: 640x640 purple_loosestrife 0.63, narrowleaf_cattail 0.28, phragmites 0.09, none 0.01, 4.2ms
image 5664/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5401.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5665/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5402.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5666/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5403.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5667/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5404.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
